file_name,quantile_5,quantile_95
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0097_color.pt,0.006525,0.068056
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0098_color.pt,0.006514,0.068069
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0099_color.pt,0.006516,0.068078
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0100_color.pt,0.006519,0.068095
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0101_color.pt,0.006515,0.068102
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0102_color.pt,0.006520,0.068102
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0000_color.pt,0.006958,0.061786
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0001_color.pt,0.006980,0.061366
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0002_color.pt,0.006997,0.060988
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0003_color.pt,0.007007,0.060633
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0004_color.pt,0.007002,0.060258
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0005_color.pt,0.006999,0.060013
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0006_color.pt,0.007004,0.059616
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0007_color.pt,0.007009,0.059311
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0008_color.pt,0.007014,0.059038
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0009_color.pt,0.007029,0.058765
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0010_color.pt,0.007043,0.058539
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0011_color.pt,0.007050,0.058338
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0012_color.pt,0.007051,0.058199
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0013_color.pt,0.007044,0.058146
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0014_color.pt,0.007027,0.058547
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0015_color.pt,0.007014,0.059307
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0016_color.pt,0.007001,0.059838
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0017_color.pt,0.006992,0.060817
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0018_color.pt,0.006986,0.062883
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0019_color.pt,0.006975,0.064698
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0020_color.pt,0.006971,0.064966
/data/ziyi/multitask/data/NO/c3vd/cache/train/trans_t2_b/0021_color.pt,0.006973,0.067938
