file_name,quantile_5,quantile_95
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0000.pt,0.012891,0.085548
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0001.pt,0.012891,0.086720
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0002.pt,0.014063,0.086720
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0003.pt,0.014063,0.087892
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0004.pt,0.015235,0.087892
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0005.pt,0.015235,0.086720
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0006.pt,0.014063,0.086720
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0007.pt,0.014063,0.085548
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0008.pt,0.014063,0.084376
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0009.pt,0.014063,0.083204
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0010.pt,0.015235,0.082033
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0011.pt,0.015235,0.079689
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0012.pt,0.015235,0.078517
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0013.pt,0.015235,0.077345
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0014.pt,0.015235,0.075001
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0015.pt,0.016407,0.073829
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0016.pt,0.016407,0.072657
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0017.pt,0.016407,0.071485
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0018.pt,0.015235,0.070314
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0019.pt,0.015235,0.069142
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0020.pt,0.015235,0.067970
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0021.pt,0.015235,0.066798
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0022.pt,0.014063,0.066798
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0023.pt,0.014063,0.066798
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0024.pt,0.014063,0.065626
/home/ziyi/ssde/data/simcol/cache/train/SyntheticColon_I/Frames_S1/FrameBuffer_0025.pt,0.014063,0.065626
