file_name,quantile_5,quantile_95
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000000.pt,0.001965,0.035234
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000001.pt,0.001962,0.035352
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000002.pt,0.001978,0.035465
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000003.pt,0.001954,0.035591
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000004.pt,0.001978,0.035722
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000005.pt,0.002010,0.035863
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000006.pt,0.002011,0.035983
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000007.pt,0.002001,0.036142
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000008.pt,0.001982,0.036254
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000009.pt,0.002030,0.036423
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000010.pt,0.002080,0.036586
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000011.pt,0.002068,0.036727
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000012.pt,0.002038,0.036770
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000013.pt,0.002038,0.036880
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000014.pt,0.002087,0.036836
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000015.pt,0.002120,0.036915
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000016.pt,0.002068,0.037044
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000017.pt,0.002103,0.037042
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000018.pt,0.002121,0.037105
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000019.pt,0.002134,0.037164
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000020.pt,0.002127,0.037182
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000021.pt,0.002158,0.037256
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000022.pt,0.002118,0.037341
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000023.pt,0.002121,0.037396
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000024.pt,0.002119,0.037480
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000025.pt,0.002145,0.037589
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000026.pt,0.002178,0.037634
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000027.pt,0.002121,0.037727
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000028.pt,0.002145,0.037868
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000029.pt,0.002132,0.037975
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000030.pt,0.002136,0.038152
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000031.pt,0.002114,0.038099
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000032.pt,0.002116,0.038197
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000033.pt,0.002151,0.038246
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000034.pt,0.002152,0.038256
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000035.pt,0.002213,0.038373
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000036.pt,0.002135,0.038403
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000037.pt,0.002163,0.038503
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000038.pt,0.002105,0.038561
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000039.pt,0.002172,0.038628
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000040.pt,0.002157,0.038652
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000041.pt,0.002123,0.038715
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000042.pt,0.002104,0.038759
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000043.pt,0.002131,0.038858
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000044.pt,0.002132,0.038916
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000045.pt,0.002136,0.038935
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000046.pt,0.002134,0.038984
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000047.pt,0.002165,0.039039
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000048.pt,0.002100,0.039034
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000049.pt,0.002170,0.038969
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000050.pt,0.002118,0.038839
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000051.pt,0.002156,0.038889
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000052.pt,0.002131,0.038917
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000053.pt,0.002153,0.039202
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000054.pt,0.002171,0.039316
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000055.pt,0.002183,0.039437
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000056.pt,0.002124,0.039546
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000057.pt,0.002164,0.039650
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000058.pt,0.002154,0.040009
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000059.pt,0.002214,0.039892
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000060.pt,0.002237,0.040235
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000061.pt,0.002156,0.040354
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000062.pt,0.002195,0.040372
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000063.pt,0.002158,0.040375
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000064.pt,0.002204,0.040644
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000065.pt,0.002187,0.040805
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000066.pt,0.002283,0.040875
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000067.pt,0.002209,0.040982
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000068.pt,0.002251,0.041148
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000069.pt,0.002261,0.041430
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000070.pt,0.002244,0.041539
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000071.pt,0.002249,0.041516
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000072.pt,0.002256,0.041428
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000073.pt,0.002193,0.041566
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000074.pt,0.002240,0.041603
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000075.pt,0.002263,0.041391
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000076.pt,0.002224,0.041445
/data/ziyi/multitask/data/LS/SCARED/cache/train/dataset_1/keyframe_1/data/left_rectified/000077.pt,0.002196,0.041573
