file_name,quantile_5,quantile_95
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame000.pt,0.017728,0.035656
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame001.pt,0.009209,0.030430
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame002.pt,0.009932,0.029642
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame003.pt,0.011202,0.046822
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame004.pt,0.013702,0.024802
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame005.pt,0.016003,0.025250
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame006.pt,0.014642,0.026798
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame007.pt,0.013091,0.023602
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame008.pt,0.012590,0.027159
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame009.pt,0.021358,0.026663
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame010.pt,0.021802,0.047891
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame011.pt,0.018426,0.046876
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame012.pt,0.024158,0.038500
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame013.pt,0.011789,0.027390
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame014.pt,0.009070,0.027803
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame015.pt,0.020576,0.051343
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame016.pt,0.011797,0.026209
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame017.pt,0.009721,0.030577
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame018.pt,0.009385,0.090376
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame019.pt,0.015973,0.058836
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame020.pt,0.012565,0.025080
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame021.pt,0.009405,0.070029
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame022.pt,0.010443,0.038460
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame023.pt,0.023173,0.175358
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame024.pt,0.023439,0.300000
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame025.pt,0.020107,0.179990
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame026.pt,0.014952,0.044706
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame027.pt,0.022896,0.045087
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame028.pt,0.019308,0.142059
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame029.pt,0.020951,0.134391
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame030.pt,0.021989,0.096244
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame031.pt,0.023018,0.252704
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame032.pt,0.024292,0.300000
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame033.pt,0.023876,0.300000
/data/ziyi/multitask/data/LS/EndoVis2017/cache_pt/train/image/instrument_1_4_training/instrument_dataset_1/left_frames/frame034.pt,0.022806,0.300000
