file_name,quantile_5,quantile_95
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0000.pt,0.010742,0.067855
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0001.pt,0.010742,0.067855
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0002.pt,0.010742,0.067855
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0003.pt,0.010742,0.067855
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0004.pt,0.010742,0.067855
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0005.pt,0.010742,0.067855
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0006.pt,0.015307,0.105247
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0007.pt,0.015307,0.105247
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0008.pt,0.015307,0.105247
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0009.pt,0.015777,0.064650
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0010.pt,0.015777,0.064650
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0011.pt,0.015777,0.064650
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0012.pt,0.015777,0.064650
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0013.pt,0.015777,0.064650
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0014.pt,0.015777,0.051804
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0015.pt,0.015777,0.056431
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0016.pt,0.015777,0.056431
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0017.pt,0.015777,0.056431
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0018.pt,0.016150,0.074300
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0019.pt,0.016150,0.074300
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0020.pt,0.016674,0.051804
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0021.pt,0.016674,0.051804
/data/ziyi/multitask/data/NO/endomapper_sim/cache/train/Seq_0/rgb/image_0022.pt,0.016674,0.051804
